dataset,random_seed,r2_train,r2_test
606_fri_c2_1000_10,11964,0.9532304224940785,0.9591697128844358
1029_LEV,11964,0.5665937408558416,0.5975367253771628
646_fri_c3_500_10,6265,0.9539199975201842,0.9483683106766508
505_tecator,23654,0.9982337594018739,0.9973094296137749
644_fri_c4_250_25,21575,0.9065131167725182,0.6731175013142314
556_analcatdata_apnea2,11284,0.9490364664469646,0.7659138933422377
547_no2,29802,0.6446214016259932,0.520451964607838
522_pm10,11964,0.3125537116099746,0.3304091117178072
690_visualizing_galaxy,11964,0.9794810083432641,0.9760201741374093
1030_ERA,860,0.39493337892358515,0.40558804230064205
634_fri_c2_100_10,15795,0.7261784382708265,0.5875853456082976
561_cpu,860,0.9998056153002577,0.992642255391007
218_house_8L,11964,0.6406513421817441,0.5703881966488756
1030_ERA,5390,0.4182216909335683,0.3628813297576339
687_sleuth_ex1605,29802,0.9237811091864929,-1.7775810052349028
210_cloud,6265,0.9523222368130039,0.4859889414361389
1027_ESL,860,0.8880970050288806,0.8646648124105519
649_fri_c0_500_5,22118,0.9641575784930478,0.9453215235846311
602_fri_c3_250_10,6265,0.9696412450213723,0.8950001869185574
635_fri_c0_250_10,11964,0.966090336153889,0.9579316909143945
601_fri_c1_250_5,21575,0.9518105076423385,0.9491747092164834
1201_BNG_breastTumor,22118,0.12313063706937044,0.1161620719685047
574_house_16H,11964,0.4684192438256899,0.44324368875423725
537_houses,15795,0.735316339645247,0.7153938562862969
1199_BNG_echoMonths,22118,0.4380390307336326,0.4467557741714959
616_fri_c4_500_50,21575,0.7608533639667502,0.7073748200989651
195_auto_price,860,0.9345977247998677,0.7534167424163483
1191_BNG_pbc,23654,0.3580507237588133,0.3404781795543861
556_analcatdata_apnea2,11964,0.953573354473493,0.873841281895543
615_fri_c4_250_10,21575,0.9156304652949462,0.9067386409717676
606_fri_c2_1000_10,21575,0.9480227607034514,0.9350511647028289
609_fri_c0_1000_5,11284,0.9613272166215621,0.9638997044380426
641_fri_c1_500_10,6265,0.9474891317552955,0.9469119202396008
228_elusage,23654,0.9101222353110118,0.7188300287565101
656_fri_c1_100_5,6265,0.9317831797796159,0.8542957477749612
607_fri_c4_1000_50,29802,0.8091894097275297,0.808561828075208
195_auto_price,6265,0.9592670212992864,0.8324552008253655
656_fri_c1_100_5,5390,0.8537334916353035,0.8212438828680169
666_rmftsa_ladata,29802,0.7118573328537126,0.8024851813087921
519_vinnie,15795,0.759822171023592,0.7365610596165291
620_fri_c1_1000_25,6265,0.8548684427232656,0.8710474766569958
609_fri_c0_1000_5,21575,0.963473696909365,0.9575890934220055
562_cpu_small,11964,0.9743181699998932,0.9662586533556221
218_house_8L,5390,0.6112974816833,0.6202658025679724
586_fri_c3_1000_25,22118,0.9016682070813478,0.8996531144654414
678_visualizing_environmental,5390,0.594841869364835,-0.013539880360998069
583_fri_c1_1000_50,5390,0.7906372633310289,0.7313379287766112
598_fri_c0_1000_25,6265,0.963507601172502,0.9606605775599989
637_fri_c1_500_50,15795,0.9159246339651329,0.8871219948715592
593_fri_c1_1000_10,29802,0.9516232613884292,0.931156930438378
519_vinnie,6265,0.7566179908286843,0.7447707573299571
634_fri_c2_100_10,5390,0.8681990906644538,0.4578643376307928
665_sleuth_case2002,860,0.5813943564495434,0.18601939376246823
1199_BNG_echoMonths,15795,0.4537552186457896,0.44879832992048296
653_fri_c0_250_25,11284,0.9518961376823408,0.9303042737850309
712_chscase_geyser1,23654,0.7870600217158441,0.7432955870817315
648_fri_c1_250_50,29802,0.819991403835086,0.8449206771382974
656_fri_c1_100_5,15795,0.8945682461738166,0.9070891787831546
1193_BNG_lowbwt,5390,0.5947736701402389,0.5974806067132163
643_fri_c2_500_25,21575,0.7345960677802661,0.6734570128611663
542_pollution,860,0.9186640547053171,-0.96532378826126
1193_BNG_lowbwt,21575,0.5991001886035354,0.587105727243209
605_fri_c2_250_25,29802,0.9090796553031073,0.8888454252701525
230_machine_cpu,22118,0.9833615127734442,0.8992717375592625
618_fri_c3_1000_50,21575,0.7894535700485776,0.7684228495624079
titanic,21575,0.2872267379659188,0.3120918919276845
617_fri_c3_500_5,15795,0.9542783920550837,0.9409922751381884
595_fri_c0_1000_10,6265,0.9549814978699748,0.9503936621167268
225_puma8NH,21575,0.6856789731160362,0.6951030355563667
634_fri_c2_100_10,11964,0.7544891218385751,0.7085734484965627
1203_BNG_pwLinear,23654,0.6127652449132572,0.6069694528863638
590_fri_c0_1000_50,6265,0.9243917605981131,0.8916422970111109
647_fri_c1_250_10,5390,0.9462203361955153,0.9168150600962668
599_fri_c2_1000_5,11964,0.9476874505239371,0.9354091872371861
527_analcatdata_election2000,15795,0.9999990239382882,0.9999951117779583
659_sleuth_ex1714,11964,0.9797167486799062,0.22194615862030298
604_fri_c4_500_10,23654,0.9628109211442643,0.9586397953449646
646_fri_c3_500_10,23654,0.935240117930371,0.9401753894873794
579_fri_c0_250_5,5390,0.9629217626698398,0.9014508506248625
627_fri_c2_500_10,29802,0.9642840444714048,0.936984553361219
519_vinnie,23654,0.7480740066234082,0.7603262400519429
582_fri_c1_500_25,23654,0.8994133874797633,0.8986003049987091
banana,11964,0.6608418677922673,0.6796483415798107
218_house_8L,11284,0.6487859817552515,0.5695626854658917
titanic,23654,0.2714276088864439,0.3636747331755451
623_fri_c4_1000_10,11284,0.9306665075798531,0.9097052218282276
647_fri_c1_250_10,11964,0.9472884330015143,0.9469129846682178
207_autoPrice,11964,0.9642608539775398,0.8537168499162027
654_fri_c0_500_10,6265,0.954425413985077,0.95946428198374
225_puma8NH,15795,0.688348048539052,0.6882904022045087
596_fri_c2_250_5,23654,0.9539237293821635,0.9425693176833925
505_tecator,6265,0.9976743716551437,0.9936408680205233
615_fri_c4_250_10,11284,0.888310317047563,0.8388712703667947
656_fri_c1_100_5,11284,0.9119891336338578,0.6287866421160793
590_fri_c0_1000_50,29802,0.888021970074769,0.8289183926397137
706_sleuth_case1202,11964,0.8817168783638957,0.47411813481622456
656_fri_c1_100_5,22118,0.8659284303451495,0.7693026478964018
titanic,15795,0.29446393851249464,-0.20429929767429078
1027_ESL,11284,0.901335914094468,0.7717015011109065
225_puma8NH,22118,0.6830515403828774,0.7010415034985316
503_wind,11284,0.7936159637449899,0.771895534330891
678_visualizing_environmental,11964,0.6237554307930903,0.11716932465457197
195_auto_price,22118,0.9554011512853982,0.8804210490561715
607_fri_c4_1000_50,21575,0.8073278274913616,0.8236072857572183
613_fri_c3_250_5,860,0.9717618106206435,0.9320338161787309
624_fri_c0_100_5,11284,0.8499932337060461,0.9499815534566379
230_machine_cpu,15795,0.9717861356183002,0.9177470276504831
647_fri_c1_250_10,21575,0.937056067034696,0.9390436198961292
584_fri_c4_500_25,15795,0.8807551590924436,0.8511772235151316
591_fri_c1_100_10,11284,0.8349977118145546,0.7576261641620754
635_fri_c0_250_10,21575,0.9594991221351209,0.9006524795078037
1096_FacultySalaries,860,0.9846527561777697,0.4868169075689073
644_fri_c4_250_25,29802,0.8308373923503176,0.8845233970720335
591_fri_c1_100_10,5390,0.8624314099032994,0.6780165288635903
611_fri_c3_100_5,6265,0.9507081031976146,0.8900532932167524
557_analcatdata_apnea1,15795,0.947882224355501,0.9039391290396378
547_no2,6265,0.6348506579978748,0.5190579106535845
527_analcatdata_election2000,29802,0.9999989787245337,0.9999844724931746
564_fried,15795,0.9612641777562195,0.9599733781226623
605_fri_c2_250_25,23654,0.8213901814174939,0.7123592966056265
656_fri_c1_100_5,29802,0.9228741499131244,0.7205833421477996
601_fri_c1_250_5,22118,0.9703470148819003,0.9292874610195563
695_chatfield_4,6265,0.9329783568216524,0.7140662470336231
207_autoPrice,15795,0.9579306201846416,0.8652685947699097
622_fri_c2_1000_50,22118,0.7781518745254443,0.7227744489995076
659_sleuth_ex1714,11284,0.9861575082457157,0.6638934551125661
592_fri_c4_1000_25,21575,0.8833663467531375,0.8721579659565363
215_2dplanes,29802,0.9450009599340967,0.9448416450674304
583_fri_c1_1000_50,860,0.8480045580431232,0.8517117259003486
690_visualizing_galaxy,22118,0.9809839052013426,0.9695751674303918
1029_LEV,6265,0.6015068130137292,0.49118560003036893
641_fri_c1_500_10,15795,0.9257987428357375,0.9410912597068243
582_fri_c1_500_25,15795,0.8453167329469091,0.7798031118701693
609_fri_c0_1000_5,29802,0.9575492364227883,0.9692646804412098
1196_BNG_pharynx,860,0.4923033763934327,0.4905991158068175
228_elusage,6265,0.9004716085239463,0.6049494725949118
631_fri_c1_500_5,6265,0.9451819035564911,0.9461709209222905
615_fri_c4_250_10,22118,0.8899260649959757,0.8611553722659755
527_analcatdata_election2000,11284,0.9999998251273209,0.9999974139621379
622_fri_c2_1000_50,860,0.7975158388479922,0.7090651121052816
622_fri_c2_1000_50,29802,0.8425353274255284,0.820078977344272
612_fri_c1_1000_5,21575,0.9627293086453044,0.9714796116412919
581_fri_c3_500_25,5390,0.8349738679119648,0.7682381266875882
542_pollution,22118,0.9492285520534492,0.3990380782795928
1193_BNG_lowbwt,11964,0.5989516244973614,0.5924506225320003
503_wind,29802,0.7941782875737732,0.7772042842043375
556_analcatdata_apnea2,21575,0.9586464894973877,0.8135986320592139
603_fri_c0_250_50,23654,0.9256738632539321,0.8516477555169898
1595_poker,6265,0.11335405584761094,0.08012114200388165
1201_BNG_breastTumor,11284,0.1202223462058074,0.11446693139002873
573_cpu_act,29802,0.8590468252015786,0.9648807252068409
609_fri_c0_1000_5,6265,0.961393226397696,0.9595290448139064
599_fri_c2_1000_5,23654,0.9484314694467423,0.9481569234784711
618_fri_c3_1000_50,23654,0.773634760505173,0.7734248354814433
519_vinnie,11284,0.7726978325808787,0.6962067509797399
523_analcatdata_neavote,15795,0.9554958972594109,0.9472935609714779
637_fri_c1_500_50,6265,0.8745471296678319,0.7265548172717464
601_fri_c1_250_5,6265,0.9559553849038664,0.9532690015184241
1193_BNG_lowbwt,6265,0.6072649531712113,0.5897771081181297
207_autoPrice,6265,0.9594870865949572,0.8447786314724878
608_fri_c3_1000_10,21575,0.9450561256373228,0.8804235671913477
666_rmftsa_ladata,21575,0.7476369918383932,0.7352885026956137
712_chscase_geyser1,6265,0.778979933059112,0.7651859689946404
210_cloud,22118,0.9492782179447707,0.7296127415045857
656_fri_c1_100_5,860,0.884507916993194,0.8393458501461153
523_analcatdata_neavote,5390,0.9488031098006056,0.9678091286555434
612_fri_c1_1000_5,6265,0.9453116605930003,0.9356362659520855
4544_GeographicalOriginalofMusic,11284,0.7548888797480772,0.7378624169736643
589_fri_c2_1000_25,22118,0.945240869504015,0.9169467239060769
229_pwLinear,22118,0.906053387084993,0.8453884092004983
657_fri_c2_250_10,6265,0.8990263009040343,0.8439946990763085
648_fri_c1_250_50,23654,0.8388317068446038,0.8458220280398667
612_fri_c1_1000_5,15795,0.9584772958682773,0.9563616298844625
210_cloud,29802,0.9322593680904036,0.8204066547155012
601_fri_c1_250_5,29802,0.9694257558158561,0.9453740526563581
215_2dplanes,11284,0.9385294841592023,0.9398603613678078
1196_BNG_pharynx,22118,0.49278131543517734,0.48909264477542924
banana,23654,0.6672085961226294,0.6669713973423222
1096_FacultySalaries,5390,0.9999495485505968,-1.6663960855800086
573_cpu_act,15795,0.981168156544944,0.9801280686599948
584_fri_c4_500_25,11964,0.9496860495231803,0.9246242335541354
344_mv,29802,0.9997811777291211,0.9997626132383053
651_fri_c0_100_25,11284,0.8305038066075132,0.7770181255580694
609_fri_c0_1000_5,15795,0.9600298587885019,0.9617756501838931
589_fri_c2_1000_25,15795,0.9418322347350235,0.9422321073213057
634_fri_c2_100_10,6265,0.765711772642481,0.3196235184857912
228_elusage,15795,0.8718221068454463,0.7215552138889305
650_fri_c0_500_50,11964,0.8854311978557199,0.889920190433441
649_fri_c0_500_5,860,0.9623754799487102,0.9484122499121878
banana,21575,0.6723670949493761,0.6560587703984164
537_houses,22118,0.7282390708108306,0.7253659380379271
628_fri_c3_1000_5,11964,0.9383589491339264,0.9263072178878067
687_sleuth_ex1605,11284,0.8776961671050844,0.23838485944835763
659_sleuth_ex1714,6265,0.9882443736001805,0.3058877240140193
617_fri_c3_500_5,6265,0.9609109576169393,0.9569141056000136
631_fri_c1_500_5,15795,0.9624444964823984,0.9445885740749613
586_fri_c3_1000_25,11964,0.8782636029606734,0.8784381903764247
523_analcatdata_neavote,22118,0.9635525711724663,0.9132570304178484
522_pm10,15795,0.4607222198831914,0.05775521056125288
626_fri_c2_500_50,15795,0.7674244757714935,0.678434701676703
616_fri_c4_500_50,22118,0.7971024634855834,0.7611466470501913
663_rabe_266,22118,0.9993664562970508,0.9989438527448932
564_fried,5390,0.8656938301813174,0.8598885067738852
589_fri_c2_1000_25,860,0.8564187794953811,0.83014005702379
522_pm10,11284,0.38271253188270304,0.15846749551221273
1096_FacultySalaries,6265,0.9914325717999195,0.9473884604035918
643_fri_c2_500_25,29802,0.9084553645787381,0.8976458751695772
588_fri_c4_1000_100,11964,0.7813013148600914,0.7801121522588552
634_fri_c2_100_10,21575,0.7815838452945818,0.6764551047728056
633_fri_c0_500_25,21575,0.9500425690937455,0.9406750644325814
1199_BNG_echoMonths,6265,0.4521511807212448,0.45339273969725746
599_fri_c2_1000_5,860,0.9471662273906616,0.9432132524178093
564_fried,21575,0.961450469129784,0.9603240100038375
522_pm10,23654,0.37971241291667934,0.1693064915947664
1089_USCrime,22118,0.9844298925656721,0.24899815404872727
651_fri_c0_100_25,11964,0.8697937736977575,0.7535859522407622
1196_BNG_pharynx,5390,0.5102524488791841,0.4839127333226092
523_analcatdata_neavote,23654,0.9541775340492207,0.9485101524712991
1203_BNG_pwLinear,21575,0.5986092593923238,0.6041786670668339
562_cpu_small,22118,0.971831645306728,0.9700063742256504
616_fri_c4_500_50,860,0.7289503619119299,0.7315163716052361
1029_LEV,23654,0.5910576537974949,0.5253520097937361
641_fri_c1_500_10,21575,0.9471255357315347,0.9262520655712172
228_elusage,11284,0.8891964263922816,-0.0984530160203545
616_fri_c4_500_50,6265,0.751101427981823,0.6289083195157352
687_sleuth_ex1605,5390,0.8675004297515797,0.09973596878563995
607_fri_c4_1000_50,11284,0.7722877996890573,0.7526939800473668
485_analcatdata_vehicle,11284,0.9482719941471575,0.17895007544486907
228_elusage,29802,0.8853613811740806,0.581135444785857
647_fri_c1_250_10,29802,0.9502897825068134,0.9303220614581424
1201_BNG_breastTumor,6265,0.1208664832841917,0.11591600877987673
192_vineyard,6265,0.8095690299497098,0.3497375058517135
606_fri_c2_1000_10,23654,0.9407516203582648,0.9302799900022217
505_tecator,22118,0.9918578455785277,0.9889609507784095
228_elusage,11964,0.8684126728648166,0.7432595611370669
641_fri_c1_500_10,5390,0.9276274727751849,0.9087550781419075
523_analcatdata_neavote,11964,0.9659355985524801,-0.5675292821246272
573_cpu_act,21575,0.9808426532984871,0.9819106210945795
687_sleuth_ex1605,23654,0.9002374093705054,-0.15967260109565728
593_fri_c1_1000_10,23654,0.9408562051518228,0.9199253305311339
574_house_16H,29802,0.4854828663064127,0.44551707737158586
609_fri_c0_1000_5,22118,0.962026549940994,0.9616528196316633
229_pwLinear,21575,0.9137852444140865,0.8747544756032682
609_fri_c0_1000_5,860,0.9613320372656481,0.9595814018235062
589_fri_c2_1000_25,23654,0.939431894758058,0.9389333207870306
628_fri_c3_1000_5,5390,0.9593781203855714,0.9585755858542349
641_fri_c1_500_10,11284,0.9486286126718568,0.9342141187723384
678_visualizing_environmental,29802,0.6809696507930759,0.009087812664406614
624_fri_c0_100_5,21575,0.9014165174423662,0.8161003933369396
195_auto_price,15795,0.9727031227244188,0.8205699187276286
294_satellite_image,5390,0.7994698433036512,0.8088275984844655
666_rmftsa_ladata,11964,0.7637791967267847,0.6302306145743946
623_fri_c4_1000_10,6265,0.9628530242815533,0.9477994710145854
537_houses,23654,0.7467755099410703,0.732197621141351
646_fri_c3_500_10,11284,0.9629608825301843,0.9129863380503707
1193_BNG_lowbwt,11284,0.5870427147424541,0.6034776787766465
623_fri_c4_1000_10,29802,0.9456371335804906,0.9309171385902781
615_fri_c4_250_10,5390,0.9173811263210051,0.8930200935288598
562_cpu_small,11284,0.9731789592297031,0.9669403299911322
599_fri_c2_1000_5,11284,0.9534153244130342,0.917304154035091
192_vineyard,23654,0.829346815166014,0.5914606472789636
591_fri_c1_100_10,11964,0.8392108105237763,0.7005899050909445
207_autoPrice,5390,0.9358657903023644,0.7351612960939171
601_fri_c1_250_5,11964,0.9539988752286318,0.947773517592145
611_fri_c3_100_5,21575,0.899271623945437,0.8609981087868378
654_fri_c0_500_10,5390,0.9571726679722363,0.9514905648315131
561_cpu,15795,0.9995202666804822,0.9980075682146556
1089_USCrime,11284,0.9660537776067822,0.6025615602746979
573_cpu_act,23654,0.9810771088157766,0.9799690904837466
584_fri_c4_500_25,5390,0.8671014949456243,0.8804050394894257
201_pol,29802,0.7198682511459946,0.7078978561683731
banana,6265,0.6737681589150774,0.6771942148644089
589_fri_c2_1000_25,21575,0.8313364635906139,0.8159996703028538
654_fri_c0_500_10,15795,0.9599343007288956,0.9376249196640563
344_mv,6265,0.999886435495554,0.9998911798371038
1027_ESL,23654,0.8856134940722555,0.8662675471096741
1199_BNG_echoMonths,11964,0.4520693807615337,0.4428610071860778
593_fri_c1_1000_10,11964,0.9527004234200306,0.9424769154104529
210_cloud,860,0.9499727607622106,0.6922713358007122
637_fri_c1_500_50,11964,0.766940312938869,0.7600517255615651
603_fri_c0_250_50,11964,0.887805119530901,0.8759991942793959
605_fri_c2_250_25,15795,0.8452210235310756,0.8502500155033516
659_sleuth_ex1714,5390,0.9863330281604332,0.63913488327171
599_fri_c2_1000_5,21575,0.9564946139903288,0.9328766380572975
607_fri_c4_1000_50,15795,0.7962506031225518,0.8139472056767821
588_fri_c4_1000_100,11284,0.7257862673611741,0.7248624236271624
542_pollution,23654,0.9788788757917515,0.32010614418755234
586_fri_c3_1000_25,6265,0.8729064599260172,0.8957020800697062
656_fri_c1_100_5,21575,0.9138364351687316,0.9033313647235762
banana,15795,0.6668156102574221,0.6335234637194866
631_fri_c1_500_5,23654,0.9402228682203642,0.9247211133314831
192_vineyard,5390,0.8539285232602944,-2.958982347772542
1196_BNG_pharynx,21575,0.4888739871768879,0.48921391504195644
712_chscase_geyser1,22118,0.7746031007433648,0.7814584371896126
620_fri_c1_1000_25,15795,0.9305996740694795,0.9344237177026256
1096_FacultySalaries,22118,0.9892173590175152,0.9897802739067656
644_fri_c4_250_25,5390,0.9398487489063797,0.81391549744286
192_vineyard,860,0.8823178356940227,0.3899884409583976
1595_poker,11284,0.10028570270449544,0.08752900566884336
613_fri_c3_250_5,22118,0.9475138009229787,0.868061800094418
635_fri_c0_250_10,11284,0.9640407628420814,0.9334467017540349
627_fri_c2_500_10,22118,0.9671370119517282,0.9441570128425847
542_pollution,15795,0.8631514002028525,0.13891001709345896
651_fri_c0_100_25,23654,0.847840634933164,0.8316885120563506
591_fri_c1_100_10,15795,0.8556395238434927,0.6168586434082759
542_pollution,11284,0.9797844311526377,-1.572719974534838
207_autoPrice,29802,0.94009449604006,0.8260324210293695
1030_ERA,29802,0.3703581543014215,0.4636352825992106
titanic,6265,0.28641258914658596,0.3073239627225569
706_sleuth_case1202,21575,0.8550327843759143,0.5047211263117706
645_fri_c3_500_50,29802,0.8238735500810592,0.823306500907707
573_cpu_act,22118,0.9813178484241118,0.9805340934101406
617_fri_c3_500_5,11964,0.9575589530200312,0.9458464468689698
620_fri_c1_1000_25,11964,0.8692793770387355,0.8899917785157171
547_no2,5390,0.6575316383474199,0.3903423736300462
612_fri_c1_1000_5,29802,0.94979211822093,0.956224348678029
227_cpu_small,22118,0.971831645306728,0.9700063742256504
537_houses,29802,0.7377020481198092,0.7169321927486524
197_cpu_act,22118,0.9813178484241118,0.9805340934101406
1027_ESL,15795,0.8987718736346524,0.8657193928748925
611_fri_c3_100_5,5390,0.9170705007639602,0.7803603537182039
344_mv,15795,0.9998344186975167,0.9998284776412111
666_rmftsa_ladata,5390,0.7389448160743691,0.6375825865030376
583_fri_c1_1000_50,23654,0.8073469883999347,0.7892271866007659
582_fri_c1_500_25,22118,0.9309051979334665,0.9155972901516909
527_analcatdata_election2000,22118,0.9999999379225762,0.99994806381014
titanic,860,0.29773139330842013,0.27684991981845397
573_cpu_act,5390,0.9801367334300289,0.9815922947218472
650_fri_c0_500_50,21575,0.9245110972994879,0.8999413691089444
229_pwLinear,15795,0.9088457890087407,0.8790221164282701
210_cloud,23654,0.9438001763074247,0.9091846029979755
647_fri_c1_250_10,860,0.9540970109324484,0.9141319152469568
1030_ERA,15795,0.4064570707263371,0.38674195462992045
592_fri_c4_1000_25,22118,0.9258840120968105,0.9284476308282927
210_cloud,15795,0.9676267536817442,0.7949749657163407
591_fri_c1_100_10,29802,0.8677744893118241,0.6359504848845495
562_cpu_small,6265,0.9708221448939636,0.9732404873402175
230_machine_cpu,860,0.9775446702009839,0.8217441061553036
584_fri_c4_500_25,23654,0.8625542216583706,0.7053590596768025
658_fri_c3_250_25,11284,0.924202098587027,0.7709790859583008
602_fri_c3_250_10,860,0.9443937627287562,0.8931852488133104
637_fri_c1_500_50,29802,0.8023204952980588,0.8662641785306502
1193_BNG_lowbwt,23654,0.599962071313341,0.5927127336292732
695_chatfield_4,22118,0.9074504025997266,0.8621362019489134
624_fri_c0_100_5,22118,0.91133555020246,0.7907692976802352
594_fri_c2_100_5,11964,0.8166338458211647,0.7658381402043751
592_fri_c4_1000_25,11964,0.916563527744062,0.9111100967801236
589_fri_c2_1000_25,11284,0.9178779764265603,0.9213305869091444
1199_BNG_echoMonths,11284,0.4455766967936642,0.4469279224369247
201_pol,6265,0.7252224761233779,0.7039534806645
611_fri_c3_100_5,860,0.8861819196794228,0.6878707924466749
192_vineyard,15795,0.8596362882871316,0.13232683209335483
690_visualizing_galaxy,21575,0.9762946891453014,0.9744288309558536
197_cpu_act,23654,0.9810771088157766,0.9799690904837466
586_fri_c3_1000_25,5390,0.8475150170638132,0.8525068160491271
631_fri_c1_500_5,860,0.9456105395089431,0.9476073658480387
582_fri_c1_500_25,860,0.9017228133623921,0.8399608061986928
522_pm10,860,0.41977756866785865,0.23501655918461817
485_analcatdata_vehicle,15795,0.9296119524010178,-1.7611171887892123
1199_BNG_echoMonths,23654,0.45712707195405644,0.4462068153494727
573_cpu_act,11964,0.9815254266836391,0.9738758821062957
195_auto_price,21575,0.9499416863974562,0.7678887500782792
227_cpu_small,23654,0.9729951491076299,0.9701936419228565
584_fri_c4_500_25,6265,0.8441703796824853,0.7663736348894481
1191_BNG_pbc,15795,0.3529384943317727,0.3395689678854722
594_fri_c2_100_5,21575,0.7594608226212032,0.7038928399393838
658_fri_c3_250_25,22118,0.8362963195499326,0.8029554070615891
225_puma8NH,6265,0.6877900345625914,0.6860035977522589
651_fri_c0_100_25,21575,0.8359558775414971,0.8678904768437447
654_fri_c0_500_10,23654,0.9606752446187173,0.9406533295357977
626_fri_c2_500_50,22118,0.7350569647593919,0.7110420628296455
603_fri_c0_250_50,21575,0.8978471366920645,0.8180914182317444
574_house_16H,22118,0.5245379749769801,0.4663126549496832
588_fri_c4_1000_100,21575,0.8120021788487879,0.8271655281531286
1027_ESL,5390,0.903456372873839,0.8525383810023873
650_fri_c0_500_50,29802,0.8889855415700485,0.9066111601097765
712_chscase_geyser1,29802,0.7502419306889988,0.8257685070355267
624_fri_c0_100_5,6265,0.8737370288505636,0.9137324614999645
519_vinnie,21575,0.7958737356337138,0.6349099908775695
678_visualizing_environmental,21575,0.6454217955561564,-25.55518556823867
522_pm10,21575,0.4484329582309604,-0.1659107386021983
643_fri_c2_500_25,860,0.8904945504631829,0.8920779762269844
621_fri_c0_100_10,5390,0.8807176664102822,0.7484005915115819
678_visualizing_environmental,15795,0.6997055211586289,0.2054009350905246
503_wind,5390,0.7922524609685403,0.7770824039356574
654_fri_c0_500_10,11284,0.9593569991548765,0.941191539814577
690_visualizing_galaxy,29802,0.9777632258099178,0.9632230575247558
633_fri_c0_500_25,5390,0.9026887731523241,0.8734444380833521
626_fri_c2_500_50,5390,0.8229775999342792,0.7022532497775276
659_sleuth_ex1714,22118,0.9913665772163047,0.6352260028934549
banana,860,0.6477614764714597,0.6495282488706964
658_fri_c3_250_25,5390,0.8935119649337944,0.8713372844399744
618_fri_c3_1000_50,11964,0.812332044329192,0.7590013473485825
678_visualizing_environmental,22118,0.7174568929960561,0.3893711465870783
485_analcatdata_vehicle,21575,0.9315790193562883,0.9175185543884525
529_pollen,21575,0.7921299507134089,0.8082516843411335
657_fri_c2_250_10,21575,0.9243703755570153,0.7398453731913535
654_fri_c0_500_10,11964,0.9564034474014799,0.9534900952490221
485_analcatdata_vehicle,23654,0.8820421953359356,0.8583994085562325
621_fri_c0_100_10,22118,0.885946721534442,0.7475534232563554
665_sleuth_case2002,22118,0.5108589230311738,0.11473683450396666
633_fri_c0_500_25,22118,0.9562203010363186,0.9571755742656193
529_pollen,11964,0.8016208896251085,0.7807371503359253
623_fri_c4_1000_10,11964,0.934044918820822,0.9245989619832096
529_pollen,5390,0.8010363406423301,0.7812559795499054
1096_FacultySalaries,29802,0.9710539621783497,0.4400843347694292
201_pol,15795,0.7800098301616005,0.7723664535758439
1595_poker,11964,0.12691631716219198,0.10019563979480706
529_pollen,23654,0.8009889012186626,0.723610817650329
622_fri_c2_1000_50,21575,0.7795422526472849,0.7990540404742568
1029_LEV,15795,0.6106845053760886,0.4772791667542784
606_fri_c2_1000_10,6265,0.9587114145343967,0.9333637507544352
665_sleuth_case2002,23654,0.49995807109943324,0.2045200524880787
581_fri_c3_500_25,6265,0.9422931266350402,0.9323730112681881
622_fri_c2_1000_50,15795,0.8243822930265551,0.7758903238490971
581_fri_c3_500_25,15795,0.7921479414938322,0.782217959518549
1196_BNG_pharynx,11964,0.4885253258347163,0.4880718944104081
663_rabe_266,11964,0.9989360639403134,0.9993163842121738
617_fri_c3_500_5,23654,0.9525667963492167,0.9249907360471882
602_fri_c3_250_10,29802,0.9478356610825115,0.9128124045208021
225_puma8NH,23654,0.6865563979347304,0.6764045075925031
519_vinnie,860,0.7594090848501078,0.749351947745178
227_cpu_small,11964,0.9743181699998932,0.9662586533556221
599_fri_c2_1000_5,29802,0.9436097958141546,0.9328949100000452
712_chscase_geyser1,860,0.7895162389523569,0.740763138129282
527_analcatdata_election2000,23654,0.9995466990796377,0.9866364071485758
618_fri_c3_1000_50,860,0.8093389809599443,0.7681626767351998
560_bodyfat,21575,0.9902593070512438,0.9964175621455218
210_cloud,11964,0.9660090715695544,0.6627197560554412
643_fri_c2_500_25,15795,0.9094053312986338,0.8972733390258311
1201_BNG_breastTumor,29802,0.12248444829312999,0.10952522406058807
4544_GeographicalOriginalofMusic,5390,0.7728075856253387,0.7846194046946783
612_fri_c1_1000_5,23654,0.9515105934074897,0.9340253668873175
201_pol,23654,0.7546730527078344,0.7567171939368836
611_fri_c3_100_5,22118,0.7894111908863708,0.772583052484349
195_auto_price,11964,0.9452188786090578,0.7938401097438894
1191_BNG_pbc,5390,0.3501832454465801,0.33907183496715676
620_fri_c1_1000_25,29802,0.9481436179551357,0.9537175422974012
633_fri_c0_500_25,23654,0.9662901786130099,0.9148979819670837
529_pollen,860,0.8018206906045848,0.7814254603654085
542_pollution,11964,0.9735470398052923,-0.8148743550904163
595_fri_c0_1000_10,11964,0.9465448888965012,0.9546739597061155
690_visualizing_galaxy,6265,0.9835817937476291,0.9779959680839069
227_cpu_small,15795,0.9719385451195701,0.9711614632613917
592_fri_c4_1000_25,15795,0.9550801680709194,0.9443465710695783
1027_ESL,21575,0.8998769294955389,0.6698770364528944
505_tecator,15795,0.9978479223498056,0.9964900938330298
207_autoPrice,23654,0.9578291657837975,0.8935138684003908
666_rmftsa_ladata,11284,0.7687900886582812,0.6915184230652619
